Plot,Area_m2,Border_length,Lenght,Width,Border Index,GSCI,PFD,FD,FDI,Asymmetry,Elliptic_Fit,Density,Radius_of_largest enclosed ellipse,Rectangular fit,LengthWidt,Radius_of_smallest enclosed ellipse,Shape_index,Compactnes,Roundness,Number_of_pixel
27,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
27,0.08,1.40,3.27,6.00,0.08,1.40,-0.27,0.83,0.74,0.44,1.00,1.25,1.00,0.80,1.33,0.93,1.24,1.50,0.07,8.00
27,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
27,4.15,14.60,26.13,252.32,0.03,2.02,3.77,1.82,1.99,0.69,0.54,1.77,1.52,0.73,1.64,0.30,1.79,2.17,1.23,415.00
27,0.09,1.60,3.60,6.26,0.08,1.50,-0.39,0.76,0.66,0.53,0.78,1.22,1.07,0.79,1.44,0.68,1.33,1.63,0.40,9.00
27,0.83,6.40,11.84,49.13,0.05,1.98,-19.92,-5.04,-6.34,0.60,0.52,1.60,1.46,0.77,1.69,0.42,1.76,1.71,1.04,83.00
27,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
27,0.13,2.20,7.21,3.25,0.11,1.72,-0.77,0.59,0.47,0.87,1.00,1.13,1.00,0.85,4.00,0.66,1.53,1.23,0.34,13.00
27,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
27,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
27,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
27,0.04,1.00,2.45,2.67,0.10,1.41,0.00,0.86,0.79,0.60,1.00,0.99,1.00,0.75,1.50,0.83,1.25,1.50,0.17,4.00
27,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
27,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
27,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
27,0.04,1.00,2.64,2.29,0.10,1.41,0.00,0.86,0.79,0.61,1.00,1.02,1.00,0.77,1.74,1.00,1.25,1.49,0.00,4.00
27,0.14,2.40,6.27,4.98,0.11,1.81,-0.89,0.52,0.40,0.84,0.71,1.14,1.13,0.80,2.81,0.85,1.60,1.60,0.28,14.00
27,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
27,0.09,1.40,3.46,6.75,0.07,1.32,-0.28,0.87,0.77,0.41,0.56,1.29,1.10,0.83,1.33,0.95,1.17,1.33,0.15,9.00
27,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
27,0.28,3.00,5.29,28.00,0.05,1.60,-1.73,0.45,0.26,0.26,0.64,1.56,1.39,0.76,1.00,0.78,1.42,1.75,0.61,28.00
27,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
27,0.28,2.80,6.32,19.61,0.05,1.49,-1.62,0.56,0.37,0.33,0.71,1.60,1.18,0.82,1.43,0.79,1.32,1.62,0.39,28.00
27,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
27,0.12,1.60,4.47,7.20,0.07,1.30,-0.44,0.86,0.75,0.51,1.00,1.35,1.00,0.84,1.67,0.93,1.15,1.25,0.07,12.00
27,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
27,0.07,1.20,3.74,3.50,0.08,1.28,-0.14,0.91,0.81,0.58,1.00,1.20,1.00,0.89,2.00,0.98,1.13,1.14,0.02,7.00
27,3.83,18.60,26.76,204.86,0.04,2.68,4.35,2.29,2.47,0.71,0.39,1.60,1.57,0.70,1.87,0.36,2.38,2.58,1.21,383.00
27,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
27,0.21,2.20,5.02,17.50,0.05,1.35,-1.01,0.77,0.61,0.27,0.71,1.54,1.28,0.86,1.20,0.76,1.20,1.43,0.52,21.00
27,0.05,1.00,2.74,3.33,0.08,1.26,0.00,0.93,0.84,0.42,1.00,1.13,1.00,0.86,1.50,0.97,1.12,1.20,0.03,5.00
27,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
27,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
27,0.96,6.40,12.36,60.36,0.04,1.84,-90.95,-23.03,-28.94,0.55,0.65,1.71,1.27,0.79,1.59,0.35,1.63,1.80,0.92,96.00
27,0.38,4.00,6.62,32.97,0.05,1.83,-2.87,0.00,-0.25,0.29,0.53,1.54,1.36,0.74,1.15,0.15,1.62,1.86,1.21,38.00
27,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
27,0.14,2.60,5.61,6.22,0.11,1.96,-0.97,0.44,0.32,0.77,0.57,1.15,1.28,0.65,2.25,0.81,1.74,2.57,0.47,14.00
27,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
27,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
27,0.16,2.00,4.90,10.67,0.06,1.41,-0.76,0.76,0.62,0.28,0.75,1.46,1.10,0.83,1.50,0.87,1.25,1.50,0.24,16.00
27,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
27,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
27,0.12,1.60,3.46,12.00,0.05,1.30,-0.44,0.86,0.75,0.24,0.83,1.41,1.03,0.82,1.00,0.84,1.15,1.33,0.19,12.00
27,0.05,1.00,2.74,3.33,0.08,1.26,0.00,0.93,0.84,0.42,1.00,1.13,1.00,0.86,1.50,0.97,1.12,1.20,0.03,5.00
27,0.39,3.40,6.24,39.00,0.04,1.54,-2.60,0.35,0.09,0.38,0.49,1.56,1.55,0.74,1.00,0.55,1.36,1.64,1.00,39.00
27,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
27,0.04,1.00,2.45,2.67,0.10,1.41,0.00,0.86,0.79,0.37,1.00,1.04,1.00,0.75,1.50,1.00,1.25,1.50,0.00,4.00
27,0.14,1.80,5.29,7.00,0.07,1.36,-0.60,0.81,0.69,0.66,0.86,1.33,1.01,0.83,2.00,0.89,1.20,1.29,0.12,14.00
27,0.07,1.40,4.18,2.80,0.10,1.49,-0.25,0.79,0.70,0.71,1.00,1.11,1.00,0.78,2.50,0.90,1.32,1.43,0.10,7.00
27,1.69,10.20,18.99,79.17,0.05,2.21,8.85,3.57,4.03,0.80,0.31,1.40,1.50,0.65,2.13,0.02,1.96,2.12,1.47,169.00
27,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
27,0.06,1.40,3.87,2.40,0.11,1.61,-0.24,0.75,0.66,0.83,0.33,0.99,1.13,0.68,2.50,0.77,1.43,1.67,0.37,6.00
27,0.32,3.40,9.30,11.84,0.08,1.70,-2.15,0.29,0.07,0.82,0.75,1.32,1.27,0.76,2.70,0.67,1.50,1.77,0.61,32.00
27,2.77,11.80,18.52,223.73,0.02,2.00,4.84,2.12,2.36,0.23,0.65,1.98,1.45,0.85,1.24,0.62,1.77,1.97,0.83,277.00
27,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
27,0.06,1.20,2.45,6.00,0.07,1.38,-0.13,0.86,0.77,0.53,0.67,1.14,1.11,0.73,1.00,0.84,1.22,1.50,0.27,6.00
27,0.05,1.00,2.74,3.33,0.08,1.26,0.00,0.93,0.84,0.42,1.00,1.13,1.00,0.86,1.50,0.97,1.12,1.20,0.03,5.00
27,0.21,2.40,5.77,13.23,0.06,1.48,-1.12,0.65,0.50,0.60,0.62,1.42,1.21,0.81,1.59,0.71,1.31,1.60,0.50,21.00
27,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
27,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,2.11,12.40,22.58,87.29,0.06,2.41,6.74,3.03,3.35,0.79,0.48,1.49,1.42,0.71,2.42,0.19,2.13,2.11,1.24,211.00
28,0.06,1.40,3.81,2.49,0.11,1.61,-0.24,0.75,0.66,0.78,1.00,1.05,1.00,0.81,2.41,1.00,1.43,1.45,0.00,6.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,1.13,5.80,13.02,75.33,0.03,1.54,28.77,6.08,8.06,0.25,0.84,1.96,1.12,0.86,1.50,0.61,1.36,1.33,0.51,113.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.11,1.80,4.69,5.50,0.09,1.53,-0.53,0.72,0.61,0.66,0.64,1.26,1.08,0.82,2.00,1.00,1.36,1.64,0.08,11.00
28,0.66,4.80,9.53,48.00,0.04,1.67,-7.55,-0.88,-1.46,0.43,0.67,1.75,1.37,0.87,1.38,0.26,1.48,1.33,1.11,66.00
28,0.08,1.20,4.00,4.00,0.08,1.20,-0.14,0.95,0.86,0.60,1.00,1.23,1.00,1.00,2.00,1.00,1.06,1.00,0.00,8.00
28,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
28,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
28,0.29,3.00,8.93,10.55,0.08,1.57,-1.77,0.46,0.27,0.83,0.59,1.35,1.31,0.78,2.75,0.77,1.39,1.52,0.54,29.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.29,3.40,8.10,12.83,0.08,1.78,-1.98,0.26,0.07,0.79,0.59,1.32,1.34,0.78,2.26,0.43,1.58,1.65,0.91,29.00
28,0.23,2.60,7.13,10.42,0.07,1.53,-1.30,0.59,0.42,0.73,0.91,1.40,1.03,0.83,2.21,0.66,1.36,1.62,0.37,23.00
28,1.45,8.40,14.52,99.69,0.04,1.97,11.46,3.99,4.64,0.34,0.67,1.87,1.48,0.84,1.45,0.42,1.74,1.83,1.06,145.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.05,1.00,2.74,3.33,0.08,1.26,0.00,0.93,0.84,0.42,1.00,1.13,1.00,0.86,1.50,0.97,1.12,1.20,0.03,5.00
28,0.17,2.20,6.33,7.21,0.08,1.51,-0.89,0.67,0.54,0.74,0.88,1.35,1.01,0.85,2.36,1.00,1.33,1.48,0.01,17.00
28,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
28,0.07,1.40,3.44,4.15,0.09,1.49,-0.25,0.79,0.70,0.57,1.00,1.16,1.00,0.82,1.69,0.94,1.32,1.46,0.06,7.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
28,0.06,1.00,3.00,4.00,0.07,1.15,0.00,0.99,0.90,0.38,1.00,1.20,1.00,1.00,1.50,1.00,1.02,1.00,0.00,6.00
28,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
28,0.29,4.40,11.91,5.93,0.12,2.30,-2.39,-0.15,-0.35,0.95,0.59,1.03,1.24,0.74,4.89,0.46,2.04,1.81,0.78,29.00
28,2.16,9.80,18.41,137.70,0.03,1.88,5.93,2.33,2.64,0.63,0.60,1.79,1.43,0.80,1.57,0.52,1.67,1.75,0.91,216.00
28,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
28,0.07,1.40,3.68,3.63,0.10,1.49,-0.25,0.79,0.70,0.69,1.00,1.13,1.00,0.80,1.93,0.94,1.32,1.57,0.06,7.00
28,1.35,8.60,14.41,87.75,0.04,2.09,14.34,5.10,5.91,0.46,0.72,1.84,1.36,0.77,1.54,0.34,1.85,1.93,1.02,135.00
28,0.04,1.00,4.00,1.00,0.10,1.41,0.00,0.86,0.79,0.88,1.00,0.91,1.00,1.00,4.00,1.00,1.25,1.00,0.00,4.00
28,0.53,4.20,9.53,30.92,0.05,1.63,-4.52,-0.15,-0.53,0.60,0.77,1.66,1.14,0.85,1.71,0.63,1.44,1.58,0.50,53.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.65,6.60,14.29,20.68,0.09,2.31,-8.76,-2.32,-2.89,0.86,0.66,1.37,1.21,0.81,3.14,0.31,2.05,1.74,0.91,65.00
28,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
28,0.08,1.40,3.27,6.00,0.08,1.40,-0.27,0.83,0.74,0.60,0.75,1.20,1.22,0.77,1.33,0.94,1.24,1.50,0.27,8.00
28,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
28,0.27,3.20,7.73,12.21,0.08,1.74,-1.78,0.34,0.16,0.71,0.63,1.41,1.24,0.77,2.21,0.63,1.54,1.84,0.61,27.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,1.88,12.80,20.57,83.56,0.06,2.63,8.08,3.69,4.07,0.82,0.36,1.30,1.93,0.66,2.25,0.54,2.33,3.06,1.40,188.00
28,0.86,7.20,15.28,31.68,0.08,2.19,-26.18,-7.79,-9.40,0.78,0.65,1.51,1.22,0.81,2.71,0.34,1.94,1.55,0.88,86.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.13,1.80,4.03,10.40,0.06,1.41,-0.58,0.78,0.66,0.26,0.69,1.42,1.06,0.84,1.25,0.96,1.25,1.54,0.10,13.00
28,0.07,1.40,4.18,2.80,0.10,1.49,-0.25,0.79,0.70,0.76,0.71,1.10,1.02,0.75,2.50,0.78,1.32,1.43,0.24,7.00
28,0.63,5.80,9.72,42.00,0.06,2.06,-7.61,-1.61,-2.13,0.61,0.43,1.55,1.51,0.68,1.50,0.66,1.83,2.38,0.86,63.00
28,0.11,1.80,3.92,7.88,0.08,1.53,-0.53,0.72,0.61,0.40,0.64,1.32,1.09,0.81,1.40,0.88,1.36,1.56,0.22,11.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
28,0.34,3.00,6.80,25.01,0.05,1.45,-2.04,0.53,0.31,0.37,0.94,1.68,1.07,0.88,1.36,0.95,1.29,1.43,0.13,34.00
28,0.07,1.40,3.69,3.60,0.10,1.49,-0.25,0.79,0.70,0.66,1.00,1.15,1.00,0.80,1.94,1.00,1.32,1.55,0.00,7.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.09,1.60,4.16,4.68,0.09,1.50,-0.39,0.76,0.66,0.68,1.00,1.19,1.00,0.82,1.92,0.95,1.33,1.52,0.05,9.00
28,0.60,4.80,10.04,35.71,0.05,1.75,-6.14,-0.71,-1.19,0.61,0.67,1.63,1.22,0.80,1.68,0.60,1.55,1.88,0.63,60.00
28,0.47,5.60,7.90,35.35,0.06,2.30,-4.56,-0.89,-1.21,0.47,0.19,1.35,1.72,0.59,1.33,0.09,2.04,2.54,1.63,47.00
28,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
28,0.04,1.00,2.45,2.67,0.10,1.41,0.00,0.86,0.79,0.60,1.00,0.99,1.00,0.75,1.50,0.83,1.25,1.50,0.17,4.00
28,1.75,8.80,15.06,135.00,0.03,1.88,7.77,2.82,3.25,0.28,0.69,1.95,1.37,0.85,1.30,0.60,1.66,1.71,0.77,175.00
28,0.06,1.40,3.73,2.58,0.11,1.61,-0.24,0.75,0.66,0.77,1.00,1.04,1.00,0.77,2.32,0.98,1.43,1.51,0.02,6.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
28,0.06,1.20,2.45,6.00,0.07,1.38,-0.13,0.86,0.77,0.53,0.67,1.14,1.11,0.73,1.00,0.84,1.22,1.50,0.27,6.00
28,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
28,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
28,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
28,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.15,2.40,4.58,10.72,0.08,1.75,-0.92,0.54,0.41,0.42,0.47,1.30,1.42,0.68,1.40,0.77,1.55,2.33,0.65,15.00
28,0.10,1.40,5.00,4.00,0.08,1.25,-0.29,0.91,0.81,0.72,1.00,1.24,1.00,1.00,2.50,1.00,1.11,1.00,0.00,10.00
28,0.04,1.00,4.00,1.00,0.10,1.41,0.00,0.86,0.79,0.88,1.00,0.91,1.00,1.00,4.00,1.00,1.25,1.00,0.00,4.00
28,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.20,2.20,7.30,7.50,0.07,1.39,-0.98,0.74,0.59,0.80,0.80,1.31,1.08,0.86,2.67,0.81,1.23,1.20,0.27,20.00
28,0.64,7.60,15.63,16.77,0.12,2.68,-9.09,-2.88,-3.42,0.94,0.19,1.01,1.43,0.59,3.82,0.39,2.38,2.15,1.04,64.00
28,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
28,0.10,2.00,5.92,2.86,0.11,1.78,-0.60,0.60,0.50,0.86,0.60,1.04,1.11,0.76,3.50,0.77,1.58,1.40,0.34,10.00
28,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
28,0.11,2.20,5.09,4.68,0.11,1.87,-0.71,0.54,0.43,0.79,0.27,1.08,1.34,0.66,2.35,0.75,1.66,2.10,0.59,11.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
28,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
28,0.11,2.00,5.15,4.56,0.10,1.70,-0.63,0.63,0.52,0.79,0.82,1.14,1.21,0.74,2.41,0.69,1.51,1.86,0.51,11.00
28,0.07,1.40,4.18,2.80,0.10,1.49,-0.25,0.79,0.70,0.76,0.71,1.10,1.02,0.75,2.50,0.78,1.32,1.43,0.24,7.00
28,0.10,1.40,3.65,7.50,0.06,1.25,-0.29,0.91,0.81,0.25,0.80,1.35,1.05,0.87,1.33,0.88,1.11,1.20,0.17,10.00
28,0.17,2.60,7.14,5.67,0.10,1.78,-1.08,0.49,0.35,0.89,0.65,1.10,1.39,0.76,3.00,0.72,1.58,1.59,0.67,17.00
28,0.16,2.00,4.90,10.67,0.06,1.41,-0.76,0.76,0.62,0.55,0.63,1.38,1.14,0.79,1.50,0.65,1.25,1.50,0.49,16.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.69,5.20,10.75,41.23,0.05,1.77,-8.89,-1.41,-2.07,0.50,0.68,1.69,1.45,0.79,1.67,0.76,1.57,2.17,0.69,69.00
28,1.79,11.20,14.60,150.34,0.03,2.36,8.30,3.54,3.95,0.38,0.44,1.77,1.59,0.69,1.19,0.39,2.09,2.32,1.20,179.00
28,5.38,28.00,29.97,322.18,0.04,3.41,3.96,2.31,2.46,0.54,0.31,1.66,1.60,0.64,1.67,0.03,3.02,2.22,1.57,538.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.28,3.00,8.52,10.79,0.08,1.60,-1.73,0.45,0.26,0.76,0.64,1.39,1.16,0.86,2.59,0.82,1.42,1.51,0.35,28.00
28,0.10,1.60,4.66,4.60,0.09,1.43,-0.41,0.80,0.69,0.66,1.00,1.26,1.00,0.86,2.17,1.00,1.26,1.27,0.00,10.00
28,0.14,2.00,4.58,9.33,0.07,1.51,-0.71,0.71,0.58,0.42,0.57,1.40,1.09,0.81,1.50,0.81,1.34,1.71,0.28,14.00
28,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
28,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
28,0.60,8.40,13.46,19.86,0.13,3.06,-8.33,-2.90,-3.38,0.85,0.30,1.13,1.97,0.61,3.02,0.24,2.71,2.64,1.72,60.00
28,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
28,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
28,0.07,1.20,3.74,3.50,0.08,1.28,-0.14,0.91,0.81,0.58,1.00,1.20,1.00,0.89,2.00,0.98,1.13,1.14,0.02,7.00
28,0.25,2.80,6.71,13.89,0.07,1.58,-1.49,0.51,0.34,0.50,0.68,1.52,1.09,0.78,1.80,0.81,1.40,1.80,0.28,25.00
28,0.17,3.20,5.22,10.63,0.10,2.19,-1.31,0.25,0.12,0.65,0.29,1.14,1.73,0.57,1.60,0.45,1.94,2.35,1.28,17.00
28,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
28,0.09,1.40,3.46,6.75,0.07,1.32,-0.28,0.87,0.77,0.54,0.56,1.27,1.06,0.79,1.33,0.81,1.17,1.33,0.25,9.00
